Time, TRD (C), pH, ORP (mV), DO (mg/L),DO (%Sat),EC (uS), EC (PSU), 
2018-06-06 13:25:00, 26.587, 8.353, 263.2, 7.20,99.5, 53811,35.56,
2018-06-06 13:25:09, 26.586, 8.358, 262.4, 7.17,99.1, 54101,35.78,
2018-06-06 13:25:18, 26.586, 8.362, 262.4, 7.15,98.8, 53821,35.56,
2018-06-06 13:25:27, 26.586, 8.357, 262.5, 7.17,99.1, 53801,35.55,
2018-06-06 13:25:36, 26.585, 8.354, 262.4, 7.14,98.7, 53811,35.56,
2018-06-06 13:25:45, 26.584, 8.351, 262.5, 7.15,98.8, 53801,35.55,
2018-06-06 13:25:54, 26.583, 8.359, 262.4, 7.15,98.8, 53811,35.56,
2018-06-06 13:26:03, 26.583, 8.360, 262.4, 7.18,99.3, 53781,35.54,
2018-06-06 13:26:12, 26.582, 8.353, 262.4, 7.18,99.3, 53801,35.55,
2018-06-06 13:26:21, 26.582, 8.352, 262.5, 7.17,99.1, 53801,35.55,
2018-06-06 13:26:30, 26.581, 8.357, 262.7, 7.19,99.4, 53801,35.55,
2018-06-06 13:26:39, 26.582, 8.359, 262.7, 7.19,99.4, 53801,35.55,
2018-06-06 13:26:48, 26.583, 8.359, 262.9, 7.20,99.5, 53801,35.55,
2018-06-06 13:26:57, 26.583, 8.357, 262.8, 7.17,99.0, 53791,35.54,
2018-06-06 13:27:06, 26.582, 8.357, 263.0, 7.08,97.8, 53801,35.55,
2018-06-06 13:27:15, 26.582, 8.356, 263.2, 7.11,98.2, 53801,35.55,
2018-06-06 13:27:25, 26.581, 8.354, 262.7, 7.21,99.6, 53801,35.55,
2018-06-06 13:27:34, 26.580, 8.354, 262.5, 7.16,99.0, 53791,35.55,
2018-06-06 13:27:43, 26.580, 8.355, 262.5, 7.18,99.2, 53791,35.54,
2018-06-06 13:27:52, 26.580, 8.355, 263.2, 7.20,99.6, 53801,35.55,
2018-06-06 13:28:01, 26.581, 8.358, 262.6, 7.16,99.0, 53791,35.54,
2018-06-06 13:28:10, 26.581, 8.358, 262.8, 7.20,99.5, 53791,35.55,
2018-06-06 13:28:19, 26.582, 8.362, 262.6, 7.22,99.7, 53791,35.54,
2018-06-06 13:28:28, 26.582, 8.358, 262.6, 7.20,99.5, 53791,35.54,
2018-06-06 13:28:37, 26.581, 8.359, 262.5, 7.14,98.6, 53791,35.55,
2018-06-06 13:28:46, 26.581, 8.353, 262.7, 7.15,98.8, 53791,35.54,
2018-06-06 13:28:55, 26.582, 8.352, 262.9, 7.17,99.1, 54141,35.81,
2018-06-06 13:29:04, 26.581, 8.354, 262.8, 7.21,99.6, 53791,35.54,
2018-06-06 13:29:13, 26.582, 8.353, 262.7, 7.21,99.6, 53801,35.55,
2018-06-06 13:29:22, 26.582, 8.354, 263.0, 7.20,99.6, 53801,35.55,
2018-06-06 13:29:31, 26.582, 8.354, 262.7, 7.22,99.8, 53791,35.54,
2018-06-06 13:29:40, 26.581, 8.354, 263.0, 7.25,100.2, 53791,35.54,
2018-06-06 13:29:49, 26.582, 8.354, 263.5, 7.19,99.3, 53791,35.54,
2018-06-06 13:29:58, 26.582, 8.353, 263.1, 7.23,99.9, 53781,35.54,
2018-06-06 13:30:07, 26.582, 8.352, 263.0, 7.18,99.2, 53791,35.54,
2018-06-06 13:30:16, 26.582, 8.350, 263.2, 7.22,99.7, 53801,35.55,
2018-06-06 13:30:25, 26.581, 8.351, 263.0, 7.20,99.6, 53801,35.55,
2018-06-06 13:30:34, 26.581, 8.349, 263.2, 7.17,99.1, 53781,35.54,
2018-06-06 13:30:43, 26.581, 8.353, 263.0, 7.14,98.6, 53791,35.54,
2018-06-06 13:30:52, 26.581, 8.353, 263.2, 7.21,99.6, 53781,35.53,
2018-06-06 13:31:01, 26.581, 8.350, 263.3, 7.22,99.8, 53791,35.54,
2018-06-06 13:31:10, 26.580, 8.350, 263.3, 7.20,99.6, 53791,35.54,
2018-06-06 13:31:19, 26.581, 8.353, 263.4, 7.20,99.5, 53791,35.54,
2018-06-06 13:31:28, 26.581, 8.354, 263.2, 7.19,99.3, 54011,35.70,
2018-06-06 13:31:37, 26.581, 8.355, 263.6, 7.18,99.3, 53781,35.54,
2018-06-06 13:31:46, 26.581, 8.357, 263.4, 7.19,99.3, 53791,35.54,
2018-06-06 13:31:55, 26.581, 8.354, 263.5, 7.22,99.7, 53811,35.56,
2018-06-06 13:32:05, 26.580, 8.355, 263.4, 7.23,99.9, 53791,35.54,
2018-06-06 13:32:14, 26.581, 8.358, 263.4, 7.21,99.6, 53801,35.55,
2018-06-06 13:32:23, 26.581, 8.355, 263.5, 7.20,99.5, 53801,35.55,
2018-06-06 13:32:32, 26.581, 8.355, 263.2, 7.18,99.3, 53801,35.55,
2018-06-06 13:32:41, 26.580, 8.353, 263.4, 7.16,98.9, 53791,35.54,
2018-06-06 13:32:50, 26.579, 8.350, 263.6, 7.20,99.6, 53801,35.55,
2018-06-06 13:32:59, 26.580, 8.349, 263.6, 7.20,99.5, 53801,35.55,
2018-06-06 13:33:08, 26.580, 8.351, 263.5, 7.18,99.3, 53791,35.54,
2018-06-06 13:33:17, 26.579, 8.350, 263.4, 7.19,99.4, 53791,35.54,
2018-06-06 13:33:26, 26.579, 8.352, 263.6, 7.23,99.9, 53791,35.54,
2018-06-06 13:33:35, 26.579, 8.353, 263.6, 7.24,100.0, 53801,35.55,
2018-06-06 13:33:44, 26.579, 8.357, 263.7, 7.17,99.2, 53791,35.54,
2018-06-06 13:33:53, 26.578, 8.357, 264.0, 7.23,100.0, 53801,35.55,
2018-06-06 13:34:02, 26.579, 8.357, 263.6, 7.22,99.7, 53801,35.55,
2018-06-06 13:34:11, 26.580, 8.356, 263.7, 7.20,99.5, 53791,35.54,
2018-06-06 13:34:20, 26.580, 8.357, 263.7, 7.23,100.0, 53791,35.54,
2018-06-06 13:34:29, 26.580, 8.355, 263.7, 7.19,99.4, 53801,35.55,
2018-06-06 13:34:38, 26.579, 8.357, 263.7, 7.19,99.4, 53791,35.54,
2018-06-06 13:34:47, 26.579, 8.357, 263.8, 7.21,99.7, 53791,35.55,
2018-06-06 13:34:56, 26.579, 8.355, 263.8, 7.20,99.5, 53791,35.54,
2018-06-06 13:35:05, 26.579, 8.357, 263.7, 7.16,98.9, 53781,35.53,
2018-06-06 13:35:14, 26.578, 8.358, 263.8, 7.20,99.5, 53781,35.54,
2018-06-06 13:35:23, 26.578, 8.358, 263.7, 7.22,99.8, 53801,35.55,
2018-06-06 13:35:32, 26.577, 8.356, 263.8, 7.23,99.9, 53791,35.55,
2018-06-06 13:35:41, 26.577, 8.358, 263.8, 7.17,99.1, 53791,35.54,
2018-06-06 13:35:50, 26.576, 8.359, 263.8, 7.20,99.5, 53791,35.54,
2018-06-06 13:35:59, 26.576, 8.359, 263.7, 7.23,99.9, 53801,35.55,
2018-06-06 13:36:08, 26.576, 8.359, 263.7, 7.24,100.1, 53781,35.53,
2018-06-06 13:36:17, 26.577, 8.353, 263.8, 7.24,100.1, 53791,35.55,
2018-06-06 13:36:26, 26.576, 8.351, 264.3, 7.20,99.6, 53791,35.54,
2018-06-06 13:36:35, 26.577, 8.353, 264.1, 7.18,99.3, 53801,35.55,
2018-06-06 13:36:45, 26.577, 8.357, 264.0, 7.21,99.6, 53781,35.53,
2018-06-06 13:36:54, 26.578, 8.357, 264.0, 7.18,99.2, 53781,35.53,
2018-06-06 13:37:03, 26.579, 8.357, 264.1, 7.18,99.2, 53801,35.55,
2018-06-06 13:37:12, 26.579, 8.351, 264.1, 7.20,99.6, 53781,35.54,
2018-06-06 13:37:21, 26.578, 8.351, 264.2, 7.22,99.8, 53801,35.55,
2018-06-06 13:37:30, 26.578, 8.355, 264.2, 7.22,99.8, 53801,35.55,
2018-06-06 13:37:39, 26.579, 8.354, 264.2, 7.21,99.6, 53791,35.54,
2018-06-06 13:37:48, 26.578, 8.358, 264.2, 7.17,99.1, 53791,35.54,
2018-06-06 13:37:57, 26.578, 8.357, 264.2, 7.22,99.8, 53791,35.55,
2018-06-06 13:38:06, 26.578, 8.351, 264.3, 7.22,99.8, 53791,35.54,
2018-06-06 13:38:15, 26.577, 8.351, 264.3, 7.16,99.0, 53801,35.55,
2018-06-06 13:38:24, 26.578, 8.356, 264.3, 7.21,99.6, 53791,35.54,
2018-06-06 13:38:33, 26.577, 8.362, 264.3, 7.18,99.2, 53801,35.55,
2018-06-06 13:38:42, 26.577, 8.354, 264.5, 7.19,99.3, 53791,35.54,
2018-06-06 13:38:51, 26.577, 8.349, 264.3, 7.16,99.0, 53801,35.55,
2018-06-06 13:39:00, 26.577, 8.355, 264.3, 7.20,99.5, 53801,35.55,
2018-06-06 13:39:09, 26.578, 8.359, 264.4, 7.18,99.2, 53801,35.55,
2018-06-06 13:39:18, 26.578, 8.354, 264.5, 7.18,99.2, 53781,35.53,
2018-06-06 13:39:27, 26.577, 8.349, 264.5, 7.21,99.7, 53801,35.55,
2018-06-06 13:39:36, 26.577, 8.357, 264.6, 7.20,99.5, 53801,35.55,
2018-06-06 13:39:45, 26.576, 8.360, 264.8, 7.23,99.9, 53791,35.55,
2018-06-06 13:39:54, 26.576, 8.355, 264.6, 7.18,99.2, 53791,35.55,
2018-06-06 13:40:03, 26.577, 8.351, 264.5, 7.20,99.5, 53801,35.55,
2018-06-06 13:40:12, 26.577, 8.357, 264.4, 7.22,99.8, 53791,35.54,
2018-06-06 13:40:21, 26.576, 8.357, 264.6, 7.16,99.0, 53791,35.54,
2018-06-06 13:40:30, 26.575, 8.352, 264.8, 7.16,98.9, 53801,35.55,
2018-06-06 13:40:39, 26.575, 8.353, 264.5, 7.21,99.6, 53811,35.56,
2018-06-06 13:40:48, 26.576, 8.356, 264.6, 7.23,99.9, 53791,35.54,
2018-06-06 13:40:57, 26.576, 8.353, 264.6, 7.20,99.5, 53791,35.55,
2018-06-06 13:41:06, 26.575, 8.355, 264.8, 7.20,99.5, 53791,35.54,
2018-06-06 13:41:15, 26.576, 8.359, 264.8, 7.23,99.9, 53791,35.54,
2018-06-06 13:41:25, 26.576, 8.353, 264.6, 7.20,99.6, 53801,35.55,
2018-06-06 13:41:34, 26.575, 8.350, 264.6, 7.18,99.2, 53791,35.55,
2018-06-06 13:41:43, 26.574, 8.354, 264.6, 7.20,99.5, 53821,35.56,
2018-06-06 13:41:52, 26.574, 8.357, 264.5, 7.24,100.0, 53791,35.54,
2018-06-06 13:42:01, 26.574, 8.352, 264.5, 7.22,99.8, 53781,35.54,
2018-06-06 13:42:10, 26.574, 8.349, 264.3, 7.21,99.6, 53801,35.55,
2018-06-06 13:42:19, 26.574, 8.358, 265.0, 7.23,100.0, 53791,35.55,
2018-06-06 13:42:28, 26.573, 8.358, 264.2, 7.22,99.8, 53781,35.54,
2018-06-06 13:42:37, 26.574, 8.350, 264.1, 7.19,99.4, 53801,35.55,
2018-06-06 13:42:46, 26.573, 8.355, 264.3, 7.22,99.8, 53791,35.55,
2018-06-06 13:42:55, 26.573, 8.362, 264.2, 7.22,99.8, 53781,35.54,
2018-06-06 13:43:04, 26.574, 8.354, 264.2, 7.18,99.2, 53791,35.54,
2018-06-06 13:43:13, 26.574, 8.351, 264.0, 7.19,99.3, 53801,35.55,
2018-06-06 13:43:22, 26.573, 8.361, 264.8, 7.18,99.2, 53791,35.54,
2018-06-06 13:43:31, 26.572, 8.358, 264.8, 7.20,99.6, 53791,35.54,
2018-06-06 13:43:40, 26.571, 8.354, 264.0, 7.24,100.1, 53791,35.54,
2018-06-06 13:43:49, 26.572, 8.361, 264.1, 7.22,99.8, 53791,35.54,
2018-06-06 13:43:58, 26.571, 8.353, 263.8, 7.22,99.8, 53781,35.54,
2018-06-06 13:44:07, 26.571, 8.352, 263.9, 7.19,99.4, 53791,35.54,
2018-06-06 13:44:16, 26.572, 8.357, 263.9, 7.22,99.8, 53791,35.54,
2018-06-06 13:44:25, 26.572, 8.360, 264.0, 7.20,99.5, 53791,35.54,
2018-06-06 13:44:34, 26.572, 8.354, 263.8, 7.20,99.6, 53781,35.53,
2018-06-06 13:44:43, 26.573, 8.352, 263.8, 7.19,99.4, 53811,35.56,
2018-06-06 13:44:52, 26.574, 8.362, 264.5, 7.23,99.9, 53781,35.53,
2018-06-06 13:45:01, 26.573, 8.354, 263.8, 7.25,100.2, 53761,35.52,
2018-06-06 13:45:10, 26.573, 8.350, 263.8, 7.22,99.7, 53751,35.51,
2018-06-06 13:45:19, 26.573, 8.355, 263.8, 7.23,99.9, 53771,35.53,
2018-06-06 13:45:28, 26.573, 8.360, 263.9, 7.25,100.1, 53761,35.52,
2018-06-06 13:45:37, 26.573, 8.351, 263.6, 7.22,99.8, 53761,35.52,
2018-06-06 13:45:46, 26.573, 8.351, 263.5, 7.24,100.1, 53781,35.53,
2018-06-06 13:45:56, 26.573, 8.358, 264.2, 7.22,99.8, 53761,35.52,
2018-06-06 13:46:05, 26.573, 8.354, 264.5, 7.20,99.5, 53801,35.55,
2018-06-06 13:46:14, 26.573, 8.352, 263.6, 7.19,99.3, 53821,35.57,
2018-06-06 13:46:23, 26.574, 8.352, 263.6, 7.22,99.8, 53781,35.54,
2018-06-06 13:46:32, 26.573, 8.357, 263.6, 7.20,99.5, 53781,35.53,
2018-06-06 13:46:41, 26.573, 8.354, 263.4, 7.23,99.9, 53791,35.54,
2018-06-06 13:46:50, 26.573, 8.349, 263.6, 7.21,99.6, 53801,35.55,
2018-06-06 13:46:59, 26.573, 8.355, 263.5, 7.25,100.3, 53801,35.55,
2018-06-06 13:47:08, 26.572, 8.357, 263.7, 7.26,100.3, 53801,35.55,
2018-06-06 13:47:17, 26.572, 8.352, 264.0, 7.23,99.9, 53801,35.55,
2018-06-06 13:47:26, 26.572, 8.356, 263.4, 7.22,99.8, 53791,35.54,
2018-06-06 13:47:35, 26.572, 8.359, 263.3, 7.22,99.8, 53791,35.54,
2018-06-06 13:47:44, 26.573, 8.358, 264.0, 7.22,99.7, 53791,35.54,
2018-06-06 13:47:53, 26.573, 8.354, 263.4, 7.27,100.5, 53791,35.54,
2018-06-06 13:48:02, 26.572, 8.353, 263.4, 7.25,100.2, 53801,35.55,
2018-06-06 13:48:11, 26.572, 8.351, 263.3, 7.26,100.4, 53791,35.54,
2018-06-06 13:48:20, 26.573, 8.358, 263.4, 7.26,100.3, 53801,35.55,
2018-06-06 13:48:29, 26.573, 8.361, 263.2, 7.22,99.8, 53791,35.54,
2018-06-06 13:48:38, 26.573, 8.354, 263.0, 7.26,100.3, 53801,35.55,
2018-06-06 13:48:47, 26.573, 8.353, 263.0, 7.24,100.1, 53801,35.55,
2018-06-06 13:48:56, 26.572, 8.352, 263.1, 7.27,100.5, 53801,35.55,
2018-06-06 13:49:05, 26.573, 8.355, 263.1, 7.22,99.8, 53801,35.55,
2018-06-06 13:49:14, 26.573, 8.358, 263.0, 7.25,100.2, 53801,35.55,
2018-06-06 13:49:23, 26.572, 8.353, 263.5, 7.25,100.2, 53821,35.57,
2018-06-06 13:49:32, 26.571, 8.353, 263.0, 7.26,100.4, 53781,35.54,
2018-06-06 13:49:41, 26.572, 8.353, 263.0, 7.29,100.8, 53781,35.54,
2018-06-06 13:49:50, 26.572, 8.354, 264.0, 7.25,100.2, 53801,35.55,
2018-06-06 13:49:59, 26.572, 8.352, 263.0, 7.26,100.4, 53791,35.54,
2018-06-06 13:50:08, 26.570, 8.358, 263.0, 7.25,100.2, 53801,35.55,
2018-06-06 13:50:17, 26.570, 8.358, 263.6, 7.24,100.0, 53781,35.54,
2018-06-06 13:50:26, 26.570, 8.357, 262.9, 7.24,100.1, 53781,35.54,
2018-06-06 13:50:36, 26.572, 8.362, 262.9, 7.21,99.7, 53781,35.54,
2018-06-06 13:50:45, 26.572, 8.359, 263.2, 7.26,100.4, 53781,35.54,
2018-06-06 13:50:54, 26.572, 8.354, 263.5, 7.28,100.6, 53811,35.56,
2018-06-06 13:51:03, 26.572, 8.351, 262.9, 7.20,99.5, 53781,35.54,
2018-06-06 13:51:12, 26.573, 8.352, 263.0, 7.24,100.0, 53791,35.54,
2018-06-06 13:51:21, 26.573, 8.352, 262.9, 7.25,100.2, 53801,35.55,
2018-06-06 13:51:30, 26.572, 8.354, 262.8, 7.22,99.8, 53861,35.59,
2018-06-06 13:51:39, 26.571, 8.357, 262.6, 7.23,100.0, 53791,35.54,
2018-06-06 13:51:48, 26.570, 8.361, 262.6, 7.25,100.2, 53791,35.54,
2018-06-06 13:51:57, 26.569, 8.357, 262.7, 7.25,100.2, 53801,35.55,
2018-06-06 13:52:06, 26.569, 8.357, 262.8, 7.25,100.2, 53781,35.54,
2018-06-06 13:52:15, 26.569, 8.353, 262.7, 7.20,99.5, 53781,35.53,
2018-06-06 13:52:24, 26.570, 8.353, 262.8, 7.19,99.4, 53791,35.54,
2018-06-06 13:52:33, 26.571, 8.354, 262.7, 7.23,99.9, 53791,35.54,
2018-06-06 13:52:42, 26.570, 8.354, 262.7, 7.19,99.4, 53781,35.54,
2018-06-06 13:52:51, 26.571, 8.353, 262.6, 7.24,100.0, 53781,35.53,
2018-06-06 13:53:00, 26.571, 8.353, 262.7, 7.25,100.2, 53781,35.54,
2018-06-06 13:53:09, 26.570, 8.351, 262.6, 7.27,100.5, 53781,35.54,
2018-06-06 13:53:18, 26.570, 8.351, 262.7, 7.23,100.0, 53791,35.54,
2018-06-06 13:53:27, 26.570, 8.349, 263.2, 7.21,99.7, 53791,35.55,
2018-06-06 13:53:36, 26.569, 8.350, 262.6, 7.20,99.5, 53781,35.54,
2018-06-06 13:53:45, 26.568, 8.350, 262.6, 7.22,99.8, 53791,35.55,
2018-06-06 13:53:54, 26.569, 8.352, 262.9, 7.25,100.2, 53921,35.64,
2018-06-06 13:54:03, 26.569, 8.352, 262.7, 7.24,100.1, 53791,35.54,
2018-06-06 13:54:12, 26.569, 8.352, 262.8, 7.25,100.2, 53791,35.55,
2018-06-06 13:54:21, 26.569, 8.353, 263.3, 7.25,100.2, 53791,35.54,
2018-06-06 13:54:30, 26.568, 8.352, 262.7, 7.23,99.9, 53781,35.54,
2018-06-06 13:54:39, 26.567, 8.350, 262.6, 7.26,100.4, 53781,35.54,
2018-06-06 13:54:48, 26.568, 8.353, 262.4, 7.26,100.4, 53781,35.54,
2018-06-06 13:54:57, 26.568, 8.349, 262.6, 7.27,100.5, 53801,35.55,
2018-06-06 13:55:06, 26.567, 8.354, 262.6, 7.25,100.2, 53781,35.54,
2018-06-06 13:55:16, 26.569, 8.355, 262.9, 7.21,99.6, 53791,35.54,
2018-06-06 13:55:25, 26.568, 8.358, 262.1, 7.19,99.4, 53801,35.55,
2018-06-06 13:55:34, 26.568, 8.359, 262.4, 7.22,99.8, 53781,35.54,
2018-06-06 13:55:43, 26.568, 8.361, 262.6, 7.19,99.4, 53781,35.53,
2018-06-06 13:55:52, 26.567, 8.353, 262.5, 7.22,99.8, 53771,35.53,
2018-06-06 13:56:01, 26.568, 8.351, 262.4, 7.24,100.0, 53791,35.55,
2018-06-06 13:56:10, 26.568, 8.353, 262.6, 7.21,99.6, 53781,35.53,
2018-06-06 13:56:19, 26.568, 8.353, 262.5, 7.20,99.5, 53781,35.53,
2018-06-06 13:56:28, 26.569, 8.351, 262.4, 7.27,100.5, 53801,35.55,
2018-06-06 13:56:37, 26.568, 8.352, 262.9, 7.25,100.2, 53771,35.53,
2018-06-06 13:56:46, 26.569, 8.351, 262.4, 7.18,99.3, 53791,35.54,
2018-06-06 13:56:55, 26.567, 8.350, 262.7, 7.20,99.5, 53781,35.53,
2018-06-06 13:57:04, 26.567, 8.350, 262.4, 7.23,99.9, 53791,35.55,
2018-06-06 13:57:13, 26.567, 8.350, 263.3, 7.22,99.8, 53781,35.54,
2018-06-06 13:57:22, 26.567, 8.350, 262.2, 7.17,99.0, 53801,35.55,
2018-06-06 13:57:31, 26.569, 8.351, 262.5, 7.19,99.4, 53801,35.55,
2018-06-06 13:57:40, 26.568, 8.351, 262.4, 7.20,99.5, 53771,35.53,
2018-06-06 13:57:49, 26.568, 8.353, 262.6, 7.22,99.8, 53781,35.54,
2018-06-06 13:57:58, 26.567, 8.353, 262.6, 7.22,99.8, 53791,35.54,
2018-06-06 13:58:07, 26.566, 8.354, 262.4, 7.21,99.6, 53781,35.53,
