DD/MM/YYYY,Date (number),MM (mo),DD (dy),hh (hr),Average of WTMP (deg C)
7/15/2017,42931.38,7,15,9,28.46
7/15/2017,42931.42,7,15,10,28.49
7/15/2017,42931.46,7,15,11,28.53
7/15/2017,42931.50,7,15,12,28.71
7/15/2017,42931.54,7,15,13,28.9
7/15/2017,42931.58,7,15,14,29.14
7/15/2017,42931.63,7,15,15,29.44
7/15/2017,42931.67,7,15,16,29.47
7/15/2017,42931.71,7,15,17,29.49
7/15/2017,42931.75,7,15,18,29.68
7/15/2017,42931.79,7,15,19,29.72
7/15/2017,42931.83,7,15,20,29.73
7/15/2017,42931.88,7,15,21,29.7
7/15/2017,42931.92,7,15,22,29.63
7/15/2017,42931.96,7,15,23,29.59
7/16/2017,42932.00,7,16,0,29.48
7/16/2017,42932.04,7,16,1,29.33
7/16/2017,42932.08,7,16,2,29.21
7/16/2017,42932.13,7,16,3,29.11
7/16/2017,42932.17,7,16,4,29
7/16/2017,42932.21,7,16,5,28.89
7/16/2017,42932.25,7,16,6,28.8
7/16/2017,42932.29,7,16,7,28.8
7/16/2017,42932.33,7,16,8,28.72
7/16/2017,42932.38,7,16,9,28.7
7/16/2017,42932.42,7,16,10,28.62
7/16/2017,42932.46,7,16,11,28.6
7/16/2017,42932.50,7,16,12,28.72
7/16/2017,42932.54,7,16,13,28.89
7/16/2017,42932.58,7,16,14,29.11
7/16/2017,42932.63,7,16,15,29.3
7/16/2017,42932.67,7,16,16,29.56
7/16/2017,42932.71,7,16,17,29.83
7/16/2017,42932.75,7,16,18,29.92
7/16/2017,42932.79,7,16,19,29.91
7/16/2017,42932.83,7,16,20,29.9
7/16/2017,42932.88,7,16,21,29.82
7/16/2017,42932.92,7,16,22,29.9
7/16/2017,42932.96,7,16,23,29.79
7/17/2017,42933.00,7,17,0,29.62
7/17/2017,42933.04,7,17,1,29.51
7/17/2017,42933.08,7,17,2,29.38
7/17/2017,42933.13,7,17,3,29.33
7/17/2017,42933.17,7,17,4,29.22
7/17/2017,42933.21,7,17,5,29.09
7/17/2017,42933.25,7,17,6,28.97
7/17/2017,42933.29,7,17,7,28.83
7/17/2017,42933.33,7,17,8,28.71
7/17/2017,42933.38,7,17,9,28.6
7/17/2017,42933.42,7,17,10,28.57
7/17/2017,42933.46,7,17,11,28.61
7/17/2017,42933.50,7,17,12,28.7
7/17/2017,42933.54,7,17,13,28.88
7/17/2017,42933.58,7,17,14,29.13
7/17/2017,42933.63,7,17,15,29.45
7/17/2017,42933.67,7,17,16,29.59
7/17/2017,42933.71,7,17,17,29.8
7/17/2017,42933.75,7,17,18,29.89
7/17/2017,42933.79,7,17,19,29.92
7/17/2017,42933.83,7,17,20,29.68
7/17/2017,42933.88,7,17,21,29.56
7/17/2017,42933.92,7,17,22,29.62
7/17/2017,42933.96,7,17,23,29.45
7/18/2017,42934.00,7,18,0,29.4
7/18/2017,42934.04,7,18,1,29.4
7/18/2017,42934.08,7,18,2,29.31
7/18/2017,42934.13,7,18,3,29.08
7/18/2017,42934.17,7,18,4,28.94
7/18/2017,42934.21,7,18,5,28.9
7/18/2017,42934.25,7,18,6,28.9
7/18/2017,42934.29,7,18,7,28.86
7/18/2017,42934.33,7,18,8,28.82
7/18/2017,42934.38,7,18,9,28.79
7/18/2017,42934.42,7,18,10,28.69
7/18/2017,42934.46,7,18,11,28.67
7/18/2017,42934.50,7,18,12,28.74
7/18/2017,42934.54,7,18,13,28.89
7/18/2017,42934.58,7,18,14,29.18
7/18/2017,42934.63,7,18,15,29.43
7/18/2017,42934.67,7,18,16,29.69
7/18/2017,42934.71,7,18,17,29.66
7/18/2017,42934.75,7,18,18,29.61
7/18/2017,42934.79,7,18,19,29.65
7/18/2017,42934.83,7,18,20,29.8
7/18/2017,42934.88,7,18,21,29.8
7/18/2017,42934.92,7,18,22,29.65
7/18/2017,42934.96,7,18,23,29.44
7/19/2017,42935.00,7,19,0,29.25
7/19/2017,42935.04,7,19,1,29.15
7/19/2017,42935.08,7,19,2,28.97
7/19/2017,42935.13,7,19,3,28.87
7/19/2017,42935.17,7,19,4,28.74
7/19/2017,42935.21,7,19,5,28.57
7/19/2017,42935.25,7,19,6,28.5
7/19/2017,42935.29,7,19,7,28.54
7/19/2017,42935.33,7,19,8,28.6
7/19/2017,42935.38,7,19,9,28.56
7/19/2017,42935.42,7,19,10,28.42
7/19/2017,42935.46,7,19,11,28.5
7/19/2017,42935.50,7,19,12,28.64
7/19/2017,42935.54,7,19,13,28.8
7/19/2017,42935.58,7,19,14,29
7/19/2017,42935.63,7,19,15,29.42
7/19/2017,42935.67,7,19,16,29.64
7/19/2017,42935.71,7,19,17,29.78
7/19/2017,42935.75,7,19,18,29.89
7/19/2017,42935.79,7,19,19,29.76
7/19/2017,42935.83,7,19,20,29.71
7/19/2017,42935.88,7,19,21,29.64
7/19/2017,42935.92,7,19,22,29.62
7/19/2017,42935.96,7,19,23,29.51
7/20/2017,42936.00,7,20,0,29.4
7/20/2017,42936.04,7,20,1,29.31
7/20/2017,42936.08,7,20,2,29.27
7/20/2017,42936.13,7,20,3,29.18
7/20/2017,42936.17,7,20,4,29.08
7/20/2017,42936.21,7,20,5,28.97
7/20/2017,42936.25,7,20,6,28.9
7/20/2017,42936.29,7,20,7,28.9
7/20/2017,42936.33,7,20,8,28.81
7/20/2017,42936.38,7,20,9,28.8
7/20/2017,42936.42,7,20,10,28.76
7/20/2017,42936.46,7,20,11,28.74
7/20/2017,42936.50,7,20,12,28.78
7/20/2017,42936.54,7,20,13,28.93
7/20/2017,42936.58,7,20,14,29.15
7/20/2017,42936.63,7,20,15,29.44
7/20/2017,42936.67,7,20,16,29.8
7/20/2017,42936.71,7,20,17,29.91
7/20/2017,42936.75,7,20,18,29.87
7/20/2017,42936.79,7,20,19,29.84
7/20/2017,42936.83,7,20,20,29.9
7/20/2017,42936.88,7,20,21,29.81
7/20/2017,42936.92,7,20,22,29.81
7/20/2017,42936.96,7,20,23,29.56
7/21/2017,42937.00,7,21,0,29.49
7/21/2017,42937.04,7,21,1,29.35
7/21/2017,42937.08,7,21,2,29.17
7/21/2017,42937.13,7,21,3,29.09
7/21/2017,42937.17,7,21,4,29.01
7/21/2017,42937.21,7,21,5,28.99
7/21/2017,42937.25,7,21,6,28.9
7/21/2017,42937.29,7,21,7,28.84
7/21/2017,42937.33,7,21,8,28.74
7/21/2017,42937.38,7,21,9,28.57
7/21/2017,42937.42,7,21,10,28.52
7/21/2017,42937.46,7,21,11,28.58
7/21/2017,42937.50,7,21,12,28.67
7/21/2017,42937.54,7,21,13,28.85
7/21/2017,42937.58,7,21,14,29.08
7/21/2017,42937.63,7,21,15,29.43
7/21/2017,42937.67,7,21,16,29.85
7/21/2017,42937.71,7,21,17,29.89
7/21/2017,42937.75,7,21,18,29.94
7/21/2017,42937.79,7,21,19,30.04
7/21/2017,42937.83,7,21,20,29.9
7/21/2017,42937.88,7,21,21,29.89
7/21/2017,42937.92,7,21,22,29.69
7/21/2017,42937.96,7,21,23,29.51
7/22/2017,42938.00,7,22,0,29.24
7/22/2017,42938.04,7,22,1,29.05
7/22/2017,42938.08,7,22,2,29
7/22/2017,42938.13,7,22,3,28.91
7/22/2017,42938.17,7,22,4,28.9
7/22/2017,42938.21,7,22,5,28.84
7/22/2017,42938.25,7,22,6,28.8
7/22/2017,42938.29,7,22,7,28.8
7/22/2017,42938.33,7,22,8,28.8
7/22/2017,42938.38,7,22,9,28.8
7/22/2017,42938.42,7,22,10,28.75
7/22/2017,42938.46,7,22,11,28.75
7/22/2017,42938.50,7,22,12,28.73
7/22/2017,42938.54,7,22,13,28.85
7/22/2017,42938.58,7,22,14,29.11
7/22/2017,42938.63,7,22,15,29.6
7/22/2017,42938.67,7,22,16,29.96
7/22/2017,42938.71,7,22,17,30.21
7/22/2017,42938.75,7,22,18,30.32
7/22/2017,42938.79,7,22,19,30.6
7/22/2017,42938.83,7,22,20,30.59
7/22/2017,42938.88,7,22,21,30.5
7/22/2017,42938.92,7,22,22,30.25
7/22/2017,42938.96,7,22,23,30.12
7/23/2017,42939.00,7,23,0,29.97
7/23/2017,42939.04,7,23,1,29.74
7/23/2017,42939.08,7,23,2,29.6
7/23/2017,42939.13,7,23,3,29.56
7/23/2017,42939.17,7,23,4,29.48
7/23/2017,42939.21,7,23,5,29.35
7/23/2017,42939.25,7,23,6,29.29
7/23/2017,42939.29,7,23,7,29.2
7/23/2017,42939.33,7,23,8,29.06
7/23/2017,42939.38,7,23,9,28.95
7/23/2017,42939.42,7,23,10,28.9
7/23/2017,42939.46,7,23,11,28.9
7/23/2017,42939.50,7,23,12,28.96
7/23/2017,42939.54,7,23,13,29.06
7/23/2017,42939.58,7,23,14,29.33
7/23/2017,42939.63,7,23,15,29.65
7/23/2017,42939.67,7,23,16,30.01
7/23/2017,42939.71,7,23,17,30.39
7/23/2017,42939.75,7,23,18,30.44
7/23/2017,42939.79,7,23,19,30.6
7/23/2017,42939.83,7,23,20,30.41
7/23/2017,42939.88,7,23,21,30.15
7/23/2017,42939.92,7,23,22,30.19
7/23/2017,42939.96,7,23,23,30.04
7/24/2017,42940.00,7,24,0,29.88
7/24/2017,42940.04,7,24,1,29.72
7/24/2017,42940.08,7,24,2,29.5
7/24/2017,42940.13,7,24,3,29.33
7/24/2017,42940.17,7,24,4,29.24
7/24/2017,42940.21,7,24,5,29.16
7/24/2017,42940.25,7,24,6,29.03
7/24/2017,42940.29,7,24,7,28.98
7/24/2017,42940.33,7,24,8,28.9
7/24/2017,42940.38,7,24,9,28.9
7/24/2017,42940.42,7,24,10,28.85
7/24/2017,42940.46,7,24,11,28.9
7/24/2017,42940.50,7,24,12,29.01
7/24/2017,42940.54,7,24,13,29.09
7/24/2017,42940.58,7,24,14,29.32
7/24/2017,42940.63,7,24,15,29.64
7/24/2017,42940.67,7,24,16,30.12
7/24/2017,42940.71,7,24,17,30.39
7/24/2017,42940.75,7,24,18,30.47
7/24/2017,42940.79,7,24,19,30.27
7/24/2017,42940.83,7,24,20,30.33
7/24/2017,42940.88,7,24,21,30.23
7/24/2017,42940.92,7,24,22,30.1
7/24/2017,42940.96,7,24,23,29.94
7/25/2017,42941.00,7,25,0,29.99
7/25/2017,42941.04,7,25,1,29.83
7/25/2017,42941.08,7,25,2,29.62
7/25/2017,42941.13,7,25,3,29.47
7/25/2017,42941.17,7,25,4,29.37
7/25/2017,42941.21,7,25,5,29.3
7/25/2017,42941.25,7,25,6,29.24
7/25/2017,42941.29,7,25,7,29.19
7/25/2017,42941.33,7,25,8,29.07
7/25/2017,42941.38,7,25,9,29
7/25/2017,42941.42,7,25,10,29
7/25/2017,42941.46,7,25,11,29
7/25/2017,42941.50,7,25,12,29.01
7/25/2017,42941.54,7,25,13,29.18
7/25/2017,42941.58,7,25,14,29.13
7/25/2017,42941.63,7,25,15,29.37
7/25/2017,42941.67,7,25,16,29.48
7/25/2017,42941.71,7,25,17,29.61
7/25/2017,42941.75,7,25,18,29.89
7/25/2017,42941.79,7,25,19,30.21
7/25/2017,42941.83,7,25,20,30
7/25/2017,42941.88,7,25,21,30.05
7/25/2017,42941.92,7,25,22,29.97
7/25/2017,42941.96,7,25,23,29.83
7/26/2017,42942.00,7,26,0,29.73
7/26/2017,42942.04,7,26,1,29.68
7/26/2017,42942.08,7,26,2,29.42
7/26/2017,42942.13,7,26,3,29.3
7/26/2017,42942.17,7,26,4,29.23
7/26/2017,42942.21,7,26,5,29.2
7/26/2017,42942.25,7,26,6,29.09
7/26/2017,42942.29,7,26,7,28.96
7/26/2017,42942.33,7,26,8,28.87
7/26/2017,42942.38,7,26,9,28.87
7/26/2017,42942.42,7,26,10,29
7/26/2017,42942.46,7,26,11,28.94
7/26/2017,42942.50,7,26,12,28.95
7/26/2017,42942.54,7,26,13,29.07
7/26/2017,42942.58,7,26,14,29.26
7/26/2017,42942.63,7,26,15,29.65
7/26/2017,42942.67,7,26,16,29.81
7/26/2017,42942.71,7,26,17,29.87
7/26/2017,42942.75,7,26,18,30.01
7/26/2017,42942.79,7,26,19,30.07
7/26/2017,42942.83,7,26,20,30.13
7/26/2017,42942.88,7,26,21,30.12
7/26/2017,42942.92,7,26,22,30.01
7/26/2017,42942.96,7,26,23,29.89
7/27/2017,42943.00,7,27,0,29.77
7/27/2017,42943.04,7,27,1,29.7
7/27/2017,42943.08,7,27,2,29.69
7/27/2017,42943.13,7,27,3,29.59
7/27/2017,42943.17,7,27,4,29.46
7/27/2017,42943.21,7,27,5,29.37
7/27/2017,42943.25,7,27,6,29.3
7/27/2017,42943.29,7,27,7,29.23
7/27/2017,42943.33,7,27,8,29.17
7/27/2017,42943.38,7,27,9,29.1
7/27/2017,42943.42,7,27,10,29.06
7/27/2017,42943.46,7,27,11,29.07
7/27/2017,42943.50,7,27,12,29.17
7/27/2017,42943.54,7,27,13,29.32
7/27/2017,42943.58,7,27,14,29.5
7/27/2017,42943.63,7,27,15,29.81
7/27/2017,42943.67,7,27,16,30.12
7/27/2017,42943.71,7,27,17,30.35
7/27/2017,42943.75,7,27,18,30.57
7/27/2017,42943.79,7,27,19,30.77
7/27/2017,42943.83,7,27,20,30.84
7/27/2017,42943.88,7,27,21,30.88
7/27/2017,42943.92,7,27,22,30.8
7/27/2017,42943.96,7,27,23,30.45
7/28/2017,42944.00,7,28,0,30.25
7/28/2017,42944.04,7,28,1,30.44
7/28/2017,42944.08,7,28,2,30.31
7/28/2017,42944.13,7,28,3,30.19
7/28/2017,42944.17,7,28,4,30.03
7/28/2017,42944.21,7,28,5,29.91
7/28/2017,42944.25,7,28,6,29.8
7/28/2017,42944.29,7,28,7,29.66
7/28/2017,42944.33,7,28,8,29.5
7/28/2017,42944.38,7,28,9,29.41
7/28/2017,42944.42,7,28,10,29.39
7/28/2017,42944.46,7,28,11,29.4
7/28/2017,42944.50,7,28,12,29.49
7/28/2017,42944.54,7,28,13,29.61
7/28/2017,42944.58,7,28,14,29.83
7/28/2017,42944.63,7,28,15,30.12
7/28/2017,42944.67,7,28,16,30.39
7/28/2017,42944.71,7,28,17,30.5
7/28/2017,42944.75,7,28,18,30.83
7/28/2017,42944.79,7,28,19,31.08
7/28/2017,42944.83,7,28,20,30.87
7/28/2017,42944.88,7,28,21,30.76
7/28/2017,42944.92,7,28,22,30.78
7/28/2017,42944.96,7,28,23,30.6
7/29/2017,42945.00,7,29,0,30.51
7/29/2017,42945.04,7,29,1,30.36
7/29/2017,42945.08,7,29,2,30.29
7/29/2017,42945.13,7,29,3,30.2
7/29/2017,42945.17,7,29,4,30.1
7/29/2017,42945.21,7,29,5,30
7/29/2017,42945.25,7,29,6,29.93
7/29/2017,42945.29,7,29,7,29.9
7/29/2017,42945.33,7,29,8,29.83
7/29/2017,42945.38,7,29,9,29.76
7/29/2017,42945.42,7,29,10,29.7
7/29/2017,42945.46,7,29,11,29.71
7/29/2017,42945.50,7,29,12,29.81
7/29/2017,42945.54,7,29,13,30
7/29/2017,42945.58,7,29,14,30.24
7/29/2017,42945.63,7,29,15,30.49
7/29/2017,42945.67,7,29,16,30.58
7/29/2017,42945.71,7,29,17,30.8
7/29/2017,42945.75,7,29,18,31
7/29/2017,42945.79,7,29,19,31.34
7/29/2017,42945.83,7,29,20,31.24
7/29/2017,42945.88,7,29,21,31.01
7/29/2017,42945.92,7,29,22,30.89
7/29/2017,42945.96,7,29,23,30.69
7/30/2017,42946.00,7,30,0,30.69
7/30/2017,42946.04,7,30,1,30.65
7/30/2017,42946.08,7,30,2,30.54
7/30/2017,42946.13,7,30,3,30.39
7/30/2017,42946.17,7,30,4,30.15
7/30/2017,42946.21,7,30,5,29.96
7/30/2017,42946.25,7,30,6,29.8
7/30/2017,42946.29,7,30,7,29.75
7/30/2017,42946.33,7,30,8,29.66
7/30/2017,42946.38,7,30,9,29.45
7/30/2017,42946.42,7,30,10,29.4
7/30/2017,42946.46,7,30,11,29.41
7/30/2017,42946.50,7,30,12,29.6
7/30/2017,42946.54,7,30,13,29.83
7/30/2017,42946.58,7,30,14,30.09
7/30/2017,42946.63,7,30,15,30.45
7/30/2017,42946.67,7,30,16,30.63
7/30/2017,42946.71,7,30,17,30.74
7/30/2017,42946.75,7,30,18,30.85
7/30/2017,42946.79,7,30,19,30.9
7/30/2017,42946.83,7,30,20,30.98
7/30/2017,42946.88,7,30,21,31.01
7/30/2017,42946.92,7,30,22,31.02
7/30/2017,42946.96,7,30,23,30.87
7/31/2017,42947.00,7,31,0,30.65
7/31/2017,42947.04,7,31,1,30.55
7/31/2017,42947.08,7,31,2,30.39
7/31/2017,42947.13,7,31,3,29.94
7/31/2017,42947.17,7,31,4,29.62
7/31/2017,42947.21,7,31,5,29.51
7/31/2017,42947.25,7,31,6,29.29
7/31/2017,42947.29,7,31,7,29.23
7/31/2017,42947.33,7,31,8,29.11
7/31/2017,42947.38,7,31,9,29.05
7/31/2017,42947.42,7,31,10,29
7/31/2017,42947.46,7,31,11,29.06
7/31/2017,42947.50,7,31,12,29.17
7/31/2017,42947.54,7,31,13,29.37
7/31/2017,42947.58,7,31,14,29.6
7/31/2017,42947.63,7,31,15,30.03
7/31/2017,42947.67,7,31,16,30.33
7/31/2017,42947.71,7,31,17,30.6
7/31/2017,42947.75,7,31,18,30.79
7/31/2017,42947.79,7,31,19,30.93
7/31/2017,42947.83,7,31,20,31.09
7/31/2017,42947.88,7,31,21,30.89
7/31/2017,42947.92,7,31,22,30.62
7/31/2017,42947.96,7,31,23,30.57
8/1/2017,42948.00,8,1,0,30.44
8/1/2017,42948.04,8,1,1,30.37
8/1/2017,42948.08,8,1,2,30.21
8/1/2017,42948.13,8,1,3,30.07
8/1/2017,42948.17,8,1,4,29.88
8/1/2017,42948.21,8,1,5,29.77
8/1/2017,42948.25,8,1,6,29.64
8/1/2017,42948.29,8,1,7,29.6
8/1/2017,42948.33,8,1,8,29.55
8/1/2017,42948.38,8,1,9,29.5
8/1/2017,42948.42,8,1,10,29.41
8/1/2017,42948.46,8,1,11,29.38
8/1/2017,42948.50,8,1,12,29.47
8/1/2017,42948.54,8,1,13,29.58
8/1/2017,42948.58,8,1,14,29.77
8/1/2017,42948.63,8,1,15,30.15
8/1/2017,42948.67,8,1,16,30.31
8/1/2017,42948.71,8,1,17,30.67
8/1/2017,42948.75,8,1,18,30.71
8/1/2017,42948.79,8,1,19,30.56
8/1/2017,42948.83,8,1,20,30.47
8/1/2017,42948.88,8,1,21,30.21
8/1/2017,42948.92,8,1,22,30.16
8/1/2017,42948.96,8,1,23,30.01
8/2/2017,42949.00,8,2,0,29.95
8/2/2017,42949.04,8,2,1,29.82
8/2/2017,42949.08,8,2,2,29.69
8/2/2017,42949.13,8,2,3,29.57
8/2/2017,42949.17,8,2,4,29.41
8/2/2017,42949.21,8,2,5,29.3
8/2/2017,42949.25,8,2,6,29.24
8/2/2017,42949.29,8,2,7,29.11
8/2/2017,42949.33,8,2,8,29.02
8/2/2017,42949.38,8,2,9,28.9
8/2/2017,42949.42,8,2,10,28.9
8/2/2017,42949.46,8,2,11,28.86
8/2/2017,42949.50,8,2,12,28.97
8/2/2017,42949.54,8,2,13,29.1
8/2/2017,42949.58,8,2,14,29.11
8/2/2017,42949.63,8,2,15,29.2
8/2/2017,42949.67,8,2,16,29.22
8/2/2017,42949.71,8,2,17,29.33
8/2/2017,42949.75,8,2,18,29.44
8/2/2017,42949.79,8,2,19,29.49
8/2/2017,42949.83,8,2,20,29.45
8/2/2017,42949.88,8,2,21,29.3
8/2/2017,42949.92,8,2,22,29.2
8/2/2017,42949.96,8,2,23,29.17
8/3/2017,42950.00,8,3,0,29.01
8/3/2017,42950.04,8,3,1,28.95
8/3/2017,42950.08,8,3,2,28.85
8/3/2017,42950.13,8,3,3,28.73
8/3/2017,42950.17,8,3,4,28.6
8/3/2017,42950.21,8,3,5,28.45
8/3/2017,42950.25,8,3,6,28.4
8/3/2017,42950.29,8,3,7,28.4
8/3/2017,42950.33,8,3,8,28.38
8/3/2017,42950.38,8,3,9,28.38
8/3/2017,42950.42,8,3,10,28.6
8/3/2017,42950.46,8,3,11,28.69
8/3/2017,42950.50,8,3,12,28.72
8/3/2017,42950.54,8,3,13,28.85
8/3/2017,42950.58,8,3,14,29.13
8/3/2017,42950.63,8,3,15,29.59
8/3/2017,42950.67,8,3,16,29.67
8/3/2017,42950.71,8,3,17,29.95
8/3/2017,42950.75,8,3,18,30.15
8/3/2017,42950.79,8,3,19,30.14
8/3/2017,42950.83,8,3,20,30.07
8/3/2017,42950.88,8,3,21,29.97
8/3/2017,42950.92,8,3,22,29.87
8/3/2017,42950.96,8,3,23,29.64
8/4/2017,42951.00,8,4,0,29.49
8/4/2017,42951.04,8,4,1,29.38
8/4/2017,42951.08,8,4,2,29.3
8/4/2017,42951.13,8,4,3,29.21
8/4/2017,42951.17,8,4,4,29.18
8/4/2017,42951.21,8,4,5,29.1
8/4/2017,42951.25,8,4,6,29.03
8/4/2017,42951.29,8,4,7,28.94
8/4/2017,42951.33,8,4,8,28.85
8/4/2017,42951.38,8,4,9,28.8
8/4/2017,42951.42,8,4,10,28.88
8/4/2017,42951.46,8,4,11,28.86
8/4/2017,42951.50,8,4,12,29.02
8/4/2017,42951.54,8,4,13,29.11
8/4/2017,42951.58,8,4,14,29.3
8/4/2017,42951.63,8,4,15,29.65
8/4/2017,42951.67,8,4,16,30
8/4/2017,42951.71,8,4,17,30.16
8/4/2017,42951.75,8,4,18,30.08
8/4/2017,42951.79,8,4,19,30.08
8/4/2017,42951.83,8,4,20,30.17
8/4/2017,42951.88,8,4,21,30.12
8/4/2017,42951.92,8,4,22,30.14
8/4/2017,42951.96,8,4,23,29.92
8/5/2017,42952.00,8,5,0,29.75
8/5/2017,42952.04,8,5,1,29.65
8/5/2017,42952.08,8,5,2,29.55
8/5/2017,42952.13,8,5,3,29.4
8/5/2017,42952.17,8,5,4,29.34
8/5/2017,42952.21,8,5,5,29.2
8/5/2017,42952.25,8,5,6,29.09
8/5/2017,42952.29,8,5,7,29
8/5/2017,42952.33,8,5,8,29
8/5/2017,42952.38,8,5,9,28.96
8/5/2017,42952.42,8,5,10,28.88
8/5/2017,42952.46,8,5,11,28.84
8/5/2017,42952.50,8,5,12,28.99
8/5/2017,42952.54,8,5,13,29.21
8/5/2017,42952.58,8,5,14,29.48
8/5/2017,42952.63,8,5,15,29.98
8/5/2017,42952.67,8,5,16,30.26
8/5/2017,42952.71,8,5,17,30.23
8/5/2017,42952.75,8,5,18,30.26
8/5/2017,42952.79,8,5,19,30.32
8/5/2017,42952.83,8,5,20,30.24
8/5/2017,42952.88,8,5,21,30.2
8/5/2017,42952.92,8,5,22,30.14
8/5/2017,42952.96,8,5,23,30.06
8/6/2017,42953.00,8,6,0,29.93
8/6/2017,42953.04,8,6,1,29.79
8/6/2017,42953.08,8,6,2,29.64
8/6/2017,42953.13,8,6,3,29.54
8/6/2017,42953.17,8,6,4,29.42
8/6/2017,42953.21,8,6,5,29.35
8/6/2017,42953.25,8,6,6,29.29
8/6/2017,42953.29,8,6,7,29.2
8/6/2017,42953.33,8,6,8,29.1
8/6/2017,42953.38,8,6,9,29.1
8/6/2017,42953.42,8,6,10,29.03
8/6/2017,42953.46,8,6,11,28.98
8/6/2017,42953.50,8,6,12,29.06
8/6/2017,42953.54,8,6,13,29.24
8/6/2017,42953.58,8,6,14,29.47
8/6/2017,42953.63,8,6,15,29.78
8/6/2017,42953.67,8,6,16,30.12
8/6/2017,42953.71,8,6,17,30.35
8/6/2017,42953.75,8,6,18,30.37
8/6/2017,42953.79,8,6,19,30.25
8/6/2017,42953.83,8,6,20,30.47
8/6/2017,42953.88,8,6,21,30.15
8/6/2017,42953.92,8,6,22,29.86
8/6/2017,42953.96,8,6,23,29.52
8/7/2017,42954.00,8,7,0,29.59
8/7/2017,42954.04,8,7,1,29.53
8/7/2017,42954.08,8,7,2,29.44
8/7/2017,42954.13,8,7,3,29.3
8/7/2017,42954.17,8,7,4,29.16
8/7/2017,42954.21,8,7,5,29.1
8/7/2017,42954.25,8,7,6,29.09
8/7/2017,42954.29,8,7,7,29
8/7/2017,42954.33,8,7,8,28.9
8/7/2017,42954.38,8,7,9,28.76
8/7/2017,42954.42,8,7,10,28.7
8/7/2017,42954.46,8,7,11,28.84
8/7/2017,42954.50,8,7,12,28.98
8/7/2017,42954.54,8,7,13,29.08
8/7/2017,42954.58,8,7,14,29.31
8/7/2017,42954.63,8,7,15,29.68
8/7/2017,42954.67,8,7,16,30.05
8/7/2017,42954.71,8,7,17,30.12
8/7/2017,42954.75,8,7,18,30.15
8/7/2017,42954.79,8,7,19,29.96
8/7/2017,42954.83,8,7,20,29.66
8/7/2017,42954.88,8,7,21,29.41
8/7/2017,42954.92,8,7,22,29.4
8/7/2017,42954.96,8,7,23,29.32
8/8/2017,42955.00,8,8,0,29.22
8/8/2017,42955.04,8,8,1,29.05
8/8/2017,42955.08,8,8,2,29.03
8/8/2017,42955.13,8,8,3,29.1
8/8/2017,42955.17,8,8,4,29
8/8/2017,42955.21,8,8,5,28.93
8/8/2017,42955.25,8,8,6,28.9
8/8/2017,42955.29,8,8,7,28.9
8/8/2017,42955.33,8,8,8,28.9
8/8/2017,42955.38,8,8,9,28.94
8/8/2017,42955.42,8,8,10,29
8/8/2017,42955.46,8,8,11,29
8/8/2017,42955.50,8,8,12,29.01
8/8/2017,42955.54,8,8,13,29.01
8/8/2017,42955.58,8,8,14,28.9
8/8/2017,42955.63,8,8,15,28.9
8/8/2017,42955.67,8,8,16,28.92
8/8/2017,42955.71,8,8,17,29.01
8/8/2017,42955.75,8,8,18,29.26
8/8/2017,42955.79,8,8,19,29.28
8/8/2017,42955.83,8,8,20,29.5
8/8/2017,42955.88,8,8,21,29.47
8/8/2017,42955.92,8,8,22,29.34
8/8/2017,42955.96,8,8,23,29.3
8/9/2017,42956.00,8,9,0,29.3
8/9/2017,42956.04,8,9,1,29.26
8/9/2017,42956.08,8,9,2,29.12
8/9/2017,42956.13,8,9,3,29.02
8/9/2017,42956.17,8,9,4,28.94
8/9/2017,42956.21,8,9,5,28.9
8/9/2017,42956.25,8,9,6,28.98
8/9/2017,42956.29,8,9,7,28.92
8/9/2017,42956.33,8,9,8,28.97
8/9/2017,42956.38,8,9,9,28.98
8/9/2017,42956.42,8,9,10,29
8/9/2017,42956.46,8,9,11,28.9
8/9/2017,42956.50,8,9,12,28.9
8/9/2017,42956.54,8,9,13,28.9
8/9/2017,42956.58,8,9,14,28.97
8/9/2017,42956.63,8,9,15,29.12
8/9/2017,42956.67,8,9,16,29.39
8/9/2017,42956.71,8,9,17,29.57
8/9/2017,42956.75,8,9,18,29.65
8/9/2017,42956.79,8,9,19,29.7
8/9/2017,42956.83,8,9,20,29.72
8/9/2017,42956.88,8,9,21,29.69
8/9/2017,42956.92,8,9,22,29.59
8/9/2017,42956.96,8,9,23,29.49
8/10/2017,42957.00,8,10,0,29.4
8/10/2017,42957.04,8,10,1,29.3
8/10/2017,42957.08,8,10,2,29.24
8/10/2017,42957.13,8,10,3,29.12
8/10/2017,42957.17,8,10,4,29.02
8/10/2017,42957.21,8,10,5,29.01
8/10/2017,42957.25,8,10,6,29.06
8/10/2017,42957.29,8,10,7,29
8/10/2017,42957.33,8,10,8,29
8/10/2017,42957.38,8,10,9,29
8/10/2017,42957.42,8,10,10,29
8/10/2017,42957.46,8,10,11,29
8/10/2017,42957.50,8,10,12,29.08
8/10/2017,42957.54,8,10,13,29.15
8/10/2017,42957.58,8,10,14,29.28
8/10/2017,42957.63,8,10,15,29.33
8/10/2017,42957.67,8,10,16,29.73
8/10/2017,42957.71,8,10,17,29.77
8/10/2017,42957.75,8,10,18,29.7
8/10/2017,42957.79,8,10,19,29.67
8/10/2017,42957.83,8,10,20,29.6
